Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
351,Radko Gudas,32,FLA,D,18,1,4,5,-1,22,0.6,1,0,0,0,4,0,0,36,2.8,362,20:07,32,66,0,0,,gudasra01
352,Erik Gudbranson,31,CBJ,D,16,0,5,5,-3,8,0.4,0,0,0,0,5,0,0,19,0.0,300,18:46,24,29,0,0,,gudbrer01
353,Jordan Harris,22,MTL,D,17,1,4,5,2,6,1.0,1,0,0,0,4,0,0,26,3.8,334,19:39,33,14,0,0,,harrijo01
354,Ryan Hartman,28,MIN,RW,9,1,4,5,0,16,0.4,1,0,0,1,3,0,1,21,4.8,142,15:46,3,13,32,44,42.1,hartmry01
355,Alex Iafallo,29,LAK,C,4,2,3,5,2,2,0.6,1,1,0,0,3,0,0,6,33.3,62,15:32,1,2,0,1,0.0,iafalal01
356,Kasperi Kapanen,26,PIT,RW,13,1,4,5,-3,0,0.2,1,0,0,0,4,0,0,16,6.3,162,12:28,3,17,1,4,20.0,kapanka01
357,Dmitry Kulikov,32,ANA,D,18,1,4,5,-5,8,0.5,1,0,0,0,4,0,0,28,3.6,386,21:27,35,27,0,0,,kulikdm01
358,Nick Leddy,31,STL,D,17,0,5,5,-4,4,0.5,0,0,0,0,5,0,0,23,0.0,366,21:33,24,15,0,0,,leddyni01
359,Trevor Lewis,36,CGY,C,17,3,2,5,0,2,0.4,2,0,1,1,2,0,0,35,8.6,242,14:15,9,42,22,32,40.7,lewistr01
360,Steven Lorentz,26,SJS,C,19,2,3,5,-4,4,0.2,2,0,0,0,3,0,0,30,6.7,227,11:57,9,33,50,53,48.5,lorenst01
361,Isac Lundestrom,23,ANA,C,18,1,4,5,-6,2,-0.1,0,0,1,0,4,0,0,23,4.3,262,14:33,11,8,85,101,45.7,lundeis01
362,Nils Lundkvist,22,DAL,D,18,1,4,5,3,12,0.9,1,0,0,0,3,1,0,34,2.9,324,18:01,17,15,0,0,,lundkni01
363,Matt Martin,33,NYI,LW,18,2,3,5,1,7,0.4,2,0,0,0,3,0,0,9,22.2,184,10:14,7,63,2,5,28.6,martima02
364,Ryan McLeod,23,EDM,C,18,3,2,5,-3,8,0.1,2,0,1,0,1,0,1,14,21.4,263,14:37,5,10,95,112,45.9,mcleory01
365,Brayden McNabb,32,VEG,D,19,0,5,5,9,8,1.4,0,0,0,0,3,0,2,25,0.0,372,19:35,44,46,0,0,,mcnabbr01
366,K'Andre Miller,23,NYR,D,19,0,5,5,-4,8,0.8,0,0,0,0,4,0,1,32,0.0,418,22:01,20,30,0,0,,milleka01
367,Alex Newhook,22,COL,C,16,3,2,5,-3,8,0.3,3,0,0,0,2,0,0,21,14.3,217,13:35,5,10,31,68,31.3,newhoal01
368,Jamie Oleksiak,30,SEA,D,14,3,2,5,1,16,1.1,3,0,0,0,2,0,0,8,37.5,260,18:33,27,40,0,0,,oleksja01
369,Dmitry Orlov,31,WSH,D,13,0,5,5,3,2,1.0,0,0,0,0,4,1,0,26,0.0,277,21:17,16,30,0,0,,orlovdm01
370,T.J. Oshie,36,WSH,C,9,2,3,5,0,6,0.5,0,2,0,0,3,0,0,12,16.7,150,16:40,4,22,9,15,37.5,oshietj01
371,Juuso Parssinen,21,NSH,C,4,3,2,5,2,0,0.7,2,1,0,1,1,1,0,6,50.0,65,16:14,0,10,22,19,53.7,parssju01
372,Tanner Pearson,30,VAN,LW,14,1,4,5,-9,21,-0.1,1,0,0,0,3,1,0,17,5.9,189,13:30,3,20,7,11,38.9,pearsta01
373,Corey Perry,37,TBL,RW,18,2,3,5,-4,18,0.1,1,1,0,0,1,2,0,38,5.3,227,12:37,6,16,0,0,,perryco01
374,Nicholas Robertson,21,TOR,LW,10,2,3,5,1,0,0.5,2,0,0,1,3,0,0,18,11.1,113,11:19,5,10,1,0,100.0,roberni01
375,Rasmus Sandin,22,TOR,D,19,0,5,5,-3,6,0.6,0,0,0,0,3,2,0,14,0.0,317,16:41,18,46,0,0,,sandira01
376,Nick Seeler,29,PHI,D,18,2,3,5,7,16,1.5,2,0,0,0,3,0,0,17,11.8,260,14:26,35,30,0,0,,seeleni01
377,Kevin Shattenkirk,34,ANA,D,14,0,5,5,1,20,0.7,0,0,0,0,5,0,0,25,0.0,236,16:52,14,12,0,0,,shattke01
378,Mason Shaw,24,MIN,C,13,2,3,5,1,21,0.5,2,0,0,0,2,0,1,27,7.4,163,12:32,5,24,4,5,44.4,shawma01
379,Cole Sillinger,19,CBJ,C,17,2,3,5,-3,8,0.2,1,1,0,0,3,0,0,30,6.7,225,13:13,3,25,84,96,46.7,sillico01
380,Cole Smith,27,NSH,F,18,0,5,5,1,18,0.2,0,0,0,0,5,0,0,16,0.0,210,11:39,4,48,0,3,0.0,smithco02
381,Sam Steel,24,MIN,C,18,3,2,5,1,4,0.5,3,0,0,0,2,0,0,13,23.1,202,11:13,5,13,53,56,48.6,steelsa01
382,Michael Stone,32,CGY,D,10,2,3,5,6,2,1.2,2,0,0,0,2,1,0,21,9.5,132,13:13,11,8,0,0,,stonemi01
383,Jacob Trouba,28,NYR,D,19,0,5,5,-5,10,0.8,0,0,0,0,4,0,1,57,0.0,409,21:33,51,63,0,0,,troubja01
384,Juuso Valimaki,24,ARI,D,14,1,4,5,1,4,1.1,1,0,0,0,0,4,0,14,7.1,246,17:33,15,6,0,0,,valimju01
385,James van Riemsdyk,33,PHI,LW,6,2,3,5,5,6,0.7,0,2,0,0,2,1,0,7,28.6,93,15:30,3,1,0,0,,vanrija01
386,Trevor van Riemsdyk,31,WSH,D,20,1,4,5,1,11,1.0,1,0,0,0,3,1,0,17,5.9,345,17:14,38,9,0,0,,vanritr01
387,Arber Xhekaj,22,MTL,D,18,2,3,5,-1,45,0.8,2,0,0,0,3,0,0,33,6.1,286,15:53,20,62,0,0,,xhekaar01
388,Wade Allison,25,PHI,RW,14,3,1,4,4,6,0.5,3,0,0,0,1,0,0,24,12.5,175,12:31,14,42,1,1,50.0,alliswa01
389,Nils Aman,22,VAN,C,18,1,3,4,1,2,0.1,1,0,0,0,3,0,0,9,11.1,214,11:52,16,11,53,84,38.7,amanni01
390,Josh Archibald,30,PIT,RW,17,3,1,4,4,12,0.5,3,0,0,0,1,0,0,27,11.1,179,10:33,6,55,1,2,33.3,archijo01
391,Rudolfs Balcers,25,TOT,LW,15,2,2,4,-2,4,0.2,2,0,0,0,2,0,0,21,9.5,161,10:45,4,7,0,2,0.0,balceru01
392,Morgan Barron,24,WPG,C,9,1,3,4,2,2,0.4,1,0,0,0,2,1,0,15,6.7,117,12:58,8,12,3,2,60.0,barromo01
393,Matt Benning,28,SJS,D,20,1,3,4,-8,12,0.5,1,0,0,0,3,0,0,17,5.9,369,18:26,17,24,0,0,,bennima01
394,Nick Bjugstad,30,ARI,C,16,1,3,4,-1,4,0.1,1,0,0,0,3,0,0,28,3.6,260,16:14,7,31,110,142,43.7,bjugsni01
395,Andrew Cogliano,35,COL,LW,16,2,2,4,6,2,0.4,2,0,0,0,1,0,1,24,8.3,222,13:52,13,12,6,8,42.9,coglian01
396,Max Comtois,24,ANA,LW,15,4,0,4,-3,44,0.3,4,0,0,0,0,0,0,25,16.0,208,13:53,5,23,5,8,38.5,comtoma01
397,Paul Cotter,23,VEG,C,9,2,2,4,4,8,0.5,2,0,0,1,2,0,0,12,16.7,99,10:57,1,18,1,3,25.0,cottepa01
398,Jonathan Drouin,27,MTL,LW,12,0,4,4,-4,0,0.0,0,0,0,0,2,2,0,11,0.0,161,13:27,3,6,3,4,42.9,drouijo01
399,Dillon Dube,24,CGY,C,17,1,3,4,-3,8,0.0,0,0,1,0,3,0,0,26,3.8,250,14:41,5,26,15,20,42.9,dubedi01
400,Brandon Duhaime,25,MIN,RW,13,3,1,4,3,18,0.6,2,0,1,1,1,0,0,21,14.3,124,9:33,5,37,0,1,0.0,duhaibr01
401,Mathew Dumba,28,MIN,D,18,2,2,4,-5,23,0.8,2,0,0,1,2,0,0,22,9.1,372,20:40,29,23,0,0,,dumbama01
402,Brian Dumoulin,31,PIT,D,18,0,4,4,1,0,0.5,0,0,0,0,4,0,0,15,0.0,366,20:19,37,29,0,0,,dumoubr01
403,Pierre Engvall,26,TOR,LW,18,2,2,4,0,2,0.2,2,0,0,0,2,0,0,29,6.9,216,12:01,4,20,15,15,50.0,engvapi01
404,Dante Fabbro,24,NSH,D,17,0,4,4,1,12,0.8,0,0,0,0,4,0,0,19,0.0,273,16:04,26,24,0,0,,fabbrda01
405,Radek Faksa,29,DAL,C,18,2,2,4,6,8,0.3,1,0,1,0,2,0,0,10,20.0,230,12:47,10,16,60,60,50.0,faksara01
406,Warren Foegele,26,EDM,LW,17,3,1,4,-2,8,0.2,2,0,1,1,1,0,0,26,11.5,207,12:09,6,34,4,4,50.0,foegewa01
407,Marcus Foligno,31,MIN,LW,13,1,3,4,-5,16,0.0,1,0,0,0,1,2,0,14,7.1,191,14:42,4,48,2,1,66.7,foligma01
408,Morgan Frost,23,PHI,C,17,2,2,4,1,8,0.2,2,0,0,1,2,0,0,25,8.0,227,13:22,10,23,65,89,42.2,frostmo01
409,Julien Gauthier,25,NYR,RW,11,3,1,4,1,2,0.5,3,0,0,0,1,0,0,12,25.0,100,9:07,2,19,2,2,50.0,gauthju01
410,Vladislav Gavrikov,27,CBJ,D,17,2,2,4,-1,8,0.7,2,0,0,2,2,0,0,20,10.0,379,22:17,29,19,0,0,,gavrivl01
411,Mark Giordano,39,TOR,D,19,1,3,4,6,19,1.3,0,0,1,1,3,0,0,23,4.3,350,18:27,42,18,0,0,,giordma01
412,Samuel Girard,24,COL,D,11,1,3,4,-3,8,0.4,1,0,0,0,1,2,0,15,6.7,210,19:05,7,9,0,0,,girarsa01
413,Luke Glendening,33,DAL,C,18,2,2,4,5,4,0.3,1,0,1,0,2,0,0,18,11.1,230,12:45,15,26,92,53,63.4,glendlu01
414,Nicolas Hague,24,VEG,D,18,1,3,4,4,2,1.0,1,0,0,0,3,0,0,21,4.8,291,16:11,28,26,0,0,,hagueni01
415,Jani Hakanpaa,30,DAL,D,18,3,1,4,8,23,1.3,3,0,0,1,1,0,0,23,13.0,343,19:02,33,53,0,0,,hakanja01
416,Travis Hamonic,32,OTT,D,17,2,2,4,3,16,0.9,2,0,0,0,2,0,0,29,6.9,316,18:35,28,23,0,0,,hamontr01
417,Tanner Jeannot,25,NSH,F,18,3,1,4,1,28,0.3,3,0,0,0,1,0,0,35,8.6,284,15:48,17,67,2,5,28.6,jeannta01
418,Erik Johnson,34,COL,D,16,0,4,4,7,2,1.1,0,0,0,0,4,0,0,25,0.0,265,16:32,30,28,0,0,,johnser01
419,Seth Jones,28,CHI,D,8,0,4,4,-5,6,0.3,0,0,0,0,1,2,1,22,0.0,202,25:12,21,16,0,0,,jonesse01
420,Mathieu Joseph,25,OTT,RW,17,1,3,4,3,10,0.2,0,0,1,0,3,0,0,17,5.9,244,14:21,9,27,3,2,60.0,josepma01
421,Pierre-Olivier Joseph,23,PIT,D,14,0,4,4,7,8,0.9,0,0,0,0,4,0,0,18,0.0,201,14:23,6,20,0,0,,joseppi01
422,Dakota Joshua,26,VAN,C,17,3,1,4,1,23,0.4,3,0,0,0,1,0,0,16,18.8,167,9:49,4,38,5,5,50.0,joshuda01
423,Keegan Kolesar,25,VEG,RW,17,3,1,4,3,9,0.4,3,0,0,0,1,0,0,17,17.6,195,11:27,10,53,3,8,27.3,koleske01
424,Rasmus Kupari,22,LAK,C,12,1,3,4,1,6,0.3,1,0,0,0,3,0,0,7,14.3,134,11:08,10,9,47,51,48.0,kuparra01
425,Patrik Laine,24,CBJ,RW,8,2,2,4,-4,4,0.1,2,0,0,0,1,1,0,29,6.9,159,19:52,6,8,5,4,55.6,lainepa01
426,Josh Leivo,29,STL,LW,9,0,4,4,1,0,0.3,0,0,0,0,4,0,0,14,0.0,106,11:50,5,9,0,0,,leivojo01
427,Oskar Lindblom,26,SJS,LW,19,0,4,4,-5,0,-0.1,0,0,0,0,3,1,0,20,0.0,206,10:50,7,21,4,5,44.4,lindbos01
428,Ryan Lomberg,28,FLA,LW,18,2,2,4,-3,15,0.1,2,0,0,1,2,0,0,17,11.8,165,9:11,5,26,3,2,60.0,lombery01
429,Milan Lucic,34,CGY,LW,17,0,4,4,-6,12,-0.1,0,0,0,0,4,0,0,16,0.0,189,11:06,3,42,5,5,50.0,lucicmi01
430,Denis Malgin,26,TOR,C,15,2,2,4,3,4,0.4,2,0,0,0,2,0,0,31,6.5,168,11:11,4,18,1,0,100.0,malgide01
431,Josh Manson,31,COL,D,16,1,3,4,2,23,0.8,1,0,0,1,3,0,0,19,5.3,277,17:20,16,35,0,0,,mansojo01
432,Jack McBain,23,ARI,C,16,2,2,4,-2,12,0.2,2,0,0,0,2,0,0,17,11.8,217,13:33,7,39,96,97,49.7,mcbaija03
433,Jake McCabe,29,CHI,D,14,1,3,4,2,8,1.0,1,0,0,0,3,0,0,14,7.1,271,19:21,38,30,0,0,,mccabja01
434,Jacob Middleton,27,MIN,D,18,1,3,4,5,29,1.3,1,0,0,0,3,0,0,21,4.8,327,18:10,32,26,0,0,,middlja01
435,Sonny Milano,26,WSH,LW,8,2,2,4,-3,0,0.3,2,0,0,1,2,0,0,14,14.3,106,13:13,2,6,0,0,,milanso01
436,Tyler Myers,32,VAN,D,15,0,4,4,2,35,0.6,0,0,0,0,4,0,0,15,0.0,312,20:49,25,25,0,0,,myersty01
437,Vladislav Namestnikov,30,TBL,C,18,0,4,4,-7,9,-0.3,0,0,0,0,2,2,0,25,0.0,243,13:32,7,28,36,61,37.1,namesvl01
438,Ryan Poehling,24,PIT,C,18,2,2,4,2,0,0.2,1,0,1,0,2,0,0,20,10.0,214,11:52,11,9,89,104,46.1,poehlry01
439,Aliaksei Protas,22,WSH,C,20,3,1,4,-2,4,0.3,3,0,0,0,1,0,0,25,12.0,230,11:31,3,11,0,8,0.0,protaal01
440,Calle Rosen,28,STL,D,9,2,2,4,6,2,1.1,2,0,0,1,2,0,0,15,13.3,127,14:05,7,4,0,0,,rosenca01
441,Jan Rutta,32,PIT,D,18,2,2,4,10,12,1.3,2,0,0,0,2,0,0,16,12.5,285,15:51,17,21,0,0,,ruttaja02
442,Travis Sanheim,26,PHI,D,18,1,3,4,-4,12,0.6,1,0,0,0,3,0,0,20,5.0,366,20:20,35,17,0,0,,sanhetr01
443,Damon Severson,28,NJD,D,18,1,3,4,-2,12,0.5,1,0,0,0,2,1,0,23,4.3,329,18:18,18,10,0,0,,severda01
444,Jakob Silfverberg,32,ANA,LW,17,3,1,4,-7,2,-0.1,3,0,0,0,1,0,0,32,9.4,261,15:22,13,4,7,6,53.8,silfvja01
445,Colton Sissons,29,NSH,C,18,1,3,4,-2,2,0.0,1,0,0,0,3,0,0,16,6.3,278,15:28,12,49,149,128,53.8,sissoco01
446,Juraj Slafkovsky,18,MTL,LW,13,3,1,4,-3,21,0.3,2,1,0,0,1,0,0,17,17.6,143,10:59,9,13,2,1,66.7,slafkju01
447,Jaccob Slavin,28,CAR,D,18,0,4,4,3,2,1.1,0,0,0,0,4,0,0,38,0.0,409,22:43,27,11,0,0,,slavija01
448,Carson Soucy,28,SEA,D,18,1,3,4,7,25,1.2,1,0,0,0,3,0,0,20,5.0,304,16:53,20,42,0,0,,soucyca01
449,Paul Stastny,37,CAR,C,17,0,4,4,-2,12,0.0,0,0,0,0,4,0,0,13,0.0,202,11:52,1,8,39,23,62.9,stastpa01
450,Jarred Tinordi,30,CHI,D,17,2,2,4,-1,10,0.9,2,0,0,1,2,0,0,16,12.5,301,17:43,26,70,0,0,,tinorja01
451,Eeli Tolvanen,23,NSH,RW,13,2,2,4,-2,4,0.2,2,0,0,1,2,0,0,19,10.5,167,12:49,16,22,1,2,33.3,tolvaee01
452,Yakov Trenin,26,NSH,C,15,1,3,4,-1,6,0.1,1,0,0,0,3,0,0,22,4.5,213,14:14,7,32,3,4,42.9,treniya01
453,Joe Veleno,23,DET,C,17,3,1,4,5,6,0.5,3,0,0,0,1,0,0,13,23.1,197,11:36,8,40,41,86,32.3,velenjo01
454,Marc-Edouard Vlasic,35,SJS,D,20,0,4,4,-8,0,0.4,0,0,0,0,4,0,0,20,0.0,361,18:04,28,10,0,0,,vlasima01
455,MacKenzie Weegar,29,CGY,D,17,0,4,4,3,12,1.0,0,0,0,0,4,0,0,33,0.0,364,21:23,28,38,0,0,,weegama01
456,Zach Whitecloud,26,VEG,D,19,1,3,4,3,15,0.9,1,0,0,0,3,0,0,17,5.9,311,16:21,31,34,0,0,,whiteza01
457,Sebastian Aho,26,NYI,D,15,1,2,3,-1,0,0.5,1,0,0,0,2,0,0,23,4.3,199,13:15,7,7,0,0,,ahose02
458,Michael Anderson,23,LAK,D,21,0,3,3,2,6,0.8,0,0,0,0,3,0,0,26,0.0,450,21:25,36,37,0,0,,andermi02
459,Zach Aston-Reese,28,TOR,C,17,2,1,3,-2,6,0.1,2,0,0,1,1,0,0,14,14.3,188,11:05,10,37,1,0,100.0,astonza01
460,Emil Bemstrom,23,CBJ,C,5,2,1,3,1,0,0.4,2,0,0,0,1,0,0,15,13.3,70,14:06,1,4,1,2,33.3,bemstem01
461,Jonatan Berggren,22,DET,RW,5,1,2,3,3,0,0.4,0,1,0,0,2,0,0,6,16.7,65,12:57,6,3,0,0,,berggjo02
462,Sammy Blais,26,NYR,LW,16,0,3,3,3,4,0.2,0,0,0,0,3,0,0,16,0.0,168,10:29,4,60,0,1,0.0,blaissa01
463,Nick Blankenburg,24,CBJ,D,7,2,1,3,-5,4,0.2,2,0,0,1,1,0,0,13,15.4,126,18:02,13,12,0,0,,blankni01
464,Jesper Boqvist,24,NJD,C,12,2,1,3,0,0,0.2,2,0,0,1,1,0,0,14,14.3,131,10:54,5,9,18,27,40.0,boqvije01
465,Erik Brannstrom,23,OTT,D,17,0,3,3,1,10,0.5,0,0,0,0,3,0,0,20,0.0,275,16:09,26,10,0,0,,branner01
466,Derick Brassard,35,OTT,C,11,2,1,3,3,8,0.3,2,0,0,0,0,1,0,25,8.0,158,14:21,1,22,44,55,44.4,brassde01
467,Jonas Brodin,29,MIN,D,18,0,3,3,-1,12,0.8,0,0,0,0,2,0,1,28,0.0,400,22:14,31,18,0,0,,brodijo01
468,Josh Brown,29,ARI,D,16,2,1,3,-4,11,0.8,2,0,0,0,1,0,0,22,9.1,307,19:13,39,40,0,0,,brownjo01
469,Quinton Byfield,20,LAK,C,8,0,3,3,-1,4,0.1,0,0,0,0,3,0,0,5,0.0,94,11:46,2,4,31,33,48.4,byfiequ01
470,Cody Ceci,29,EDM,D,18,1,2,3,7,2,1.0,1,0,0,0,2,0,0,19,5.3,371,20:38,33,22,0,0,,cecico01
471,Casey Cizikas,31,NYI,C,19,0,3,3,0,23,-0.1,0,0,0,0,3,0,0,18,0.0,243,12:47,15,50,125,110,53.2,cizikca01
472,Cal Clutterbuck,35,NYI,RW,17,2,1,3,4,8,0.3,2,0,0,0,1,0,0,18,11.1,208,12:14,9,64,0,1,0.0,cluttca01
473,Nick Cousins,29,FLA,C,15,2,1,3,-4,6,0.1,2,0,0,2,1,0,0,20,10.0,140,9:21,5,10,16,20,44.4,cousini01
474,Justin Danforth,29,CBJ,RW,6,2,1,3,-3,4,0.2,2,0,0,0,1,0,0,10,20.0,80,13:23,1,7,4,9,30.8,danfoju01
475,Nicolas Deslauriers,31,PHI,LW,18,1,2,3,1,31,0.1,1,0,0,0,2,0,0,13,7.7,181,10:03,6,70,1,2,33.3,deslani01
476,Brenden Dillon,32,WPG,D,16,0,3,3,3,34,1.1,0,0,0,0,2,0,1,23,0.0,306,19:09,23,46,0,0,,dillobr01
477,Ryan Donato,26,SEA,C,15,1,2,3,6,12,0.3,1,0,0,0,1,1,0,22,4.5,158,10:32,2,16,6,8,42.9,donatry01
478,Sheldon Dries,28,VAN,C,7,1,2,3,-7,4,0.0,0,1,0,0,1,1,0,14,7.1,73,10:23,4,5,31,33,48.4,driessh01
479,Nikolaj Ehlers,26,WPG,LW,2,0,3,3,0,0,0.2,0,0,0,0,2,1,0,7,0.0,38,19:00,1,2,0,0,,ehlerni01
480,Aaron Ekblad,26,FLA,D,7,1,2,3,-3,10,0.2,0,1,0,0,0,2,0,22,4.5,165,23:38,7,10,0,0,,ekblaaa01
481,Derek Forbort,30,BOS,D,10,1,2,3,3,6,0.7,1,0,0,1,2,0,0,8,12.5,188,18:50,18,27,0,0,,forbode01
482,Liam Foudy,22,CBJ,C,10,0,3,3,-6,2,-0.1,0,0,0,0,3,0,0,7,0.0,112,11:10,1,4,0,3,0.0,foudyli01
483,Cody Glass,23,NSH,C,10,1,2,3,0,2,0.2,1,0,0,0,2,0,0,14,7.1,115,11:27,2,6,33,46,41.8,glassco01
484,Denis Gurianov,25,DAL,RW,12,1,2,3,-1,2,0.0,1,0,0,0,2,0,0,20,5.0,158,13:09,7,5,0,0,,guriade01
485,Garnet Hathaway,31,WSH,RW,20,2,1,3,-3,33,0.0,2,0,0,0,1,0,0,21,9.5,247,12:21,24,71,3,3,50.0,hathaga01
486,Barrett Hayton,22,ARI,C,16,0,3,3,-13,6,-0.5,0,0,0,0,2,1,0,27,0.0,251,15:40,3,17,97,92,51.3,haytoba01
487,Nils Hoglander,22,VAN,LW,14,1,2,3,-6,2,-0.1,1,0,0,0,2,0,0,16,6.3,159,11:21,3,12,0,1,0.0,hoglani01
488,Nick Holden,35,OTT,D,14,1,2,3,-1,2,0.4,1,0,0,0,2,0,0,17,5.9,234,16:42,22,20,0,0,,holdeni01
489,Brett Howden,24,VEG,C,19,1,2,3,1,10,0.0,1,0,0,0,2,0,0,17,5.9,246,12:57,14,28,49,44,52.7,howdebr01
490,Mark Jankowski,28,NSH,C,7,2,1,3,2,2,0.4,2,0,0,1,1,0,0,10,20.0,96,13:42,10,5,51,37,58.0,jankoma01
491,Tyson Jost,24,MIN,C,12,0,3,3,-4,11,-0.1,0,0,0,0,3,0,0,10,0.0,153,12:45,8,11,11,12,47.8,jostty01
492,Mark Kastelic,23,OTT,C,15,2,1,3,-3,18,0.2,2,0,0,1,1,0,0,13,15.4,123,8:13,13,28,76,58,56.7,kastema01
493,Joel Kiviranta,26,DAL,F,18,3,0,3,0,16,0.1,2,0,1,0,0,0,0,23,13.0,225,12:32,8,35,0,4,0.0,kivirjo01
494,Jesperi Kotkaniemi,22,CAR,C,18,1,2,3,2,16,0.0,1,0,0,1,2,0,0,29,3.4,283,15:43,3,19,109,84,56.5,kotkaje01
495,Peyton Krebs,22,BUF,C,16,0,3,3,-4,12,-0.2,0,0,0,0,3,0,0,10,0.0,195,12:11,2,12,23,40,36.5,krebspe01
496,Brett Kulak,29,EDM,D,18,0,3,3,1,8,0.5,0,0,0,0,3,0,0,20,0.0,319,17:43,30,20,0,0,,kulakbr01
497,Adam Larsson,30,SEA,D,18,2,1,3,10,13,1.6,1,0,1,0,1,0,0,28,7.1,426,23:41,39,44,0,0,,larssad01
498,Brendan Lemieux,26,LAK,LW,15,0,3,3,-2,28,0.0,0,0,0,0,3,0,0,15,0.0,142,9:27,7,42,4,3,57.1,lemiebr01
499,Josh Mahura,24,FLA,D,18,2,1,3,7,12,1.1,2,0,0,1,1,0,0,23,8.7,253,14:02,17,17,0,0,,mahurjo01
500,Colin Miller,30,DAL,D,17,1,2,3,10,19,1.2,1,0,0,0,2,0,0,19,5.3,294,17:16,18,23,0,0,,milleco02
501,Ryan Murray,29,EDM,D,12,0,3,3,-4,4,0.1,0,0,0,0,3,0,0,8,0.0,156,13:00,12,11,0,0,,murrary01
502,Philippe Myers,26,TBL,D,10,1,2,3,-1,4,0.4,1,0,0,0,2,0,0,15,6.7,118,11:51,6,30,0,0,,myersph01
503,Liam O'Brien,28,ARI,C,16,1,2,3,-1,25,0.1,1,0,0,0,2,0,0,8,12.5,185,11:33,8,53,1,3,25.0,obrieli01
504,Mathieu Olivier,25,CBJ,F,15,1,2,3,-4,26,-0.1,1,0,0,1,2,0,0,17,5.9,161,10:46,14,31,0,4,0.0,olivima01
505,Ondrej Palat,31,NJD,LW,6,3,0,3,-1,0,0.3,3,0,0,1,0,0,0,8,37.5,112,18:43,4,12,0,2,0.0,palaton01
506,Colton Parayko,29,STL,D,14,0,3,3,-9,2,-0.1,0,0,0,0,2,1,0,26,0.0,330,23:33,24,23,0,0,,parayco01
507,Andrew Peeke,24,CBJ,D,17,2,1,3,-7,10,0.2,2,0,0,1,1,0,0,17,11.8,342,20:08,37,32,0,0,,peekean01
508,Brett Pesce,28,CAR,D,18,0,3,3,7,8,1.3,0,0,0,0,3,0,0,31,0.0,401,22:16,26,10,0,0,,pescebr01
509,Vasily Podkolzin,21,VAN,RW,15,0,3,3,-3,9,-0.2,0,0,0,0,3,0,0,18,0.0,191,12:46,7,20,2,4,33.3,podkova01
510,Jesse Puljujarvi,24,EDM,RW,18,1,2,3,-8,7,-0.4,1,0,0,0,2,0,0,27,3.7,235,13:03,4,44,0,0,,puljuje01
511,Pavol Regenda,23,ANA,F,10,1,2,3,-3,4,0.0,1,0,0,0,2,0,0,14,7.1,118,11:47,11,6,1,1,50.0,regenpa01
512,Filip Roos,24,CHI,D,10,1,2,3,-1,4,0.6,1,0,0,0,2,0,0,13,7.7,172,17:11,9,8,0,0,,roosfi01
513,Derek Ryan,36,EDM,C,17,2,1,3,-2,14,0.1,2,0,0,0,1,0,0,14,14.3,169,9:56,12,11,30,45,40.0,ryande01
514,Brandon Saad,30,STL,LW,11,3,0,3,-2,2,0.2,3,0,0,0,0,0,0,17,17.6,182,16:32,6,7,0,0,,saadbr01
515,Lukas Sedlak,29,TOT,C,17,1,2,3,5,6,0.2,1,0,0,0,2,0,0,25,4.0,191,11:15,17,30,37,51,42.0,sedlalu01
516,Craig Smith,33,BOS,C,10,1,2,3,2,2,0.3,1,0,0,0,1,1,0,13,7.7,105,10:31,3,11,0,1,0.0,smithcr01
517,Ryan Suter,38,DAL,D,18,0,3,3,-4,8,0.1,0,0,0,0,2,1,0,15,0.0,403,22:23,30,26,0,0,,suterry01
518,Sean Walker,28,LAK,D,17,0,3,3,-3,10,0.3,0,0,0,0,3,0,0,19,0.0,248,14:37,21,19,0,0,,walkese01
519,Austin Watson,31,OTT,LW,17,1,2,3,-1,22,0.1,1,0,0,0,2,0,0,13,7.7,151,8:54,10,46,2,1,66.7,watsoau01
520,Chris Wideman,33,MTL,D,11,0,3,3,0,18,0.4,0,0,0,0,1,2,0,16,0.0,177,16:07,11,2,0,0,,widemch01
521,Kailer Yamamoto,24,EDM,RW,13,0,3,3,4,2,0.0,0,0,0,0,3,0,0,15,0.0,214,16:28,5,19,0,0,,yamamka01
522,Artem Zub,27,OTT,D,8,1,2,3,1,4,0.5,1,0,0,0,2,0,0,6,16.7,175,21:52,5,31,0,0,,zubar01
523,Michael Amadio,26,VEG,C,12,1,1,2,-1,4,0.0,1,0,0,0,1,0,0,15,6.7,123,10:13,7,15,11,13,45.8,amadimi01
524,Ethan Bear,25,VAN,D,9,1,1,2,0,2,0.3,1,0,0,0,1,0,0,10,10.0,172,19:10,23,8,0,0,,bearet01
525,Nathan Beaulieu,30,ANA,D,10,0,2,2,-1,28,0.2,0,0,0,0,2,0,0,5,0.0,123,12:17,20,12,0,0,,beaulna01
526,Pierre-Edouard Bellemare,37,TBL,LW,18,0,2,2,-5,7,-0.4,0,0,0,0,2,0,0,6,0.0,213,11:50,16,22,90,87,50.8,bellepi01
527,Jordie Benn,35,TOR,D,4,1,1,2,2,4,0.5,1,0,0,1,1,0,0,8,12.5,73,18:21,11,14,0,0,,bennjo01
